rowcode	selection	commodity
40583	112	679
40584	112	336
40585	112	352
40586	112	41
40587	112	123
40588	112	691
40589	112	419
40590	112	174
40591	112	753
40592	112	98
40593	112	364
40594	112	1132
40595	112	180
40596	112	901
40597	112	294
40598	112	270
40599	112	265
40600	112	561
40601	112	7
40602	112	1128
40603	112	370
40604	112	1140
40605	112	91
40606	112	292
40607	112	226
40608	112	711
40609	112	719
40610	112	601
40611	112	1313
40612	112	814
40613	112	361
40614	112	713
40615	112	79
40616	112	582
40617	112	1297
40618	112	786
40619	112	135
40620	112	97
40621	112	569
40622	112	279
40623	112	19
40624	112	1567
40625	112	1563
40626	112	1505
40627	112	319
40628	112	591
40629	112	550
40630	112	1058
40631	112	1308
40632	112	456
40633	112	248
40634	112	8
40635	112	1278
40636	112	692
40637	112	945
40638	112	1436
40639	112	374
40640	112	358
40641	112	1022
40642	112	388
40643	112	161
40644	112	783
40645	112	1621
40646	112	1571
40647	112	982
40648	112	938
40649	112	296
40650	112	130
40651	112	820
40652	112	540
40653	112	212
40654	112	980
40655	112	937
40656	112	1729
40657	112	544
40658	112	196
40659	112	426
40660	112	1226
40661	112	893
40662	112	1269
40663	112	687
40664	112	708
40665	112	397
40666	112	628
40667	112	512
40668	112	492
40669	112	218
40670	112	1546
40671	112	1102
40672	112	99
40673	112	732
40674	112	795
40675	112	337
40676	112	269
40677	112	432
40678	112	392
40679	112	593
40680	112	1021
40681	112	85
40682	112	1357
40683	112	327
40684	112	740
40685	112	284
40686	112	1555
40687	112	251
40688	112	53
40689	112	698
40690	113	447
40691	113	2
40692	113	218
40693	113	72
40694	113	49
40695	113	247
40696	113	70
40697	113	996
40698	113	18
40699	113	707
40700	113	55
40701	113	19
40702	113	102
40703	113	360
40704	113	231
40705	113	968
40706	113	676
40707	113	144
40708	113	175
40709	113	880
40710	113	86
40711	113	22
40712	113	642
40713	113	78
40714	113	210
40715	113	815
40716	113	91
40717	113	65
40718	113	540
40719	113	401
40720	113	56
40721	113	135
40722	113	686
40723	113	164
40724	113	1026
40725	113	914
40726	113	43
40727	113	1385
40728	113	276
40729	113	69
40730	113	1323
40731	113	1002
40732	113	221
40733	113	742
40734	113	186
40735	113	219
40736	113	326
40737	113	50
40738	113	143
40739	113	470
40740	113	278
40741	113	650
40742	113	628
40743	113	838
40744	113	28
40745	113	11
40746	113	257
40747	113	25
40748	113	39
40749	113	350
40750	113	83
40751	113	216
40752	113	695
40753	113	41
40754	113	438
40755	113	544
40756	113	492
40757	113	38
40758	113	271
40759	113	552
40760	113	112
40761	113	122
40762	113	547
40763	113	1313
40764	113	252
40765	113	1412
40766	113	1
40767	113	246
40768	113	878
40769	113	467
40770	113	1318
40771	113	324
40772	113	610
40773	113	1004
40774	113	798
40775	113	191
40776	113	274
40777	113	896
40778	113	5
40779	113	241
40780	113	622
40781	113	1216
40782	113	1730
40783	113	452
40784	113	214
40785	113	906
40786	113	915
40787	113	1100
40788	113	250
40789	113	748
40790	113	1128
40791	113	147
40792	113	461
40793	113	114
40794	113	76
40795	113	922
40796	113	1525
40797	113	16
40798	113	35
40799	113	36
40800	113	10
40801	113	941
40802	113	84
40803	113	123
40804	113	701
40805	113	1514
40806	113	129
40807	113	71
40808	113	23
40809	113	975
40810	113	261
40811	113	88
40812	113	358
40813	113	314
40814	113	110
40815	113	448
40816	113	99
40817	113	404
40818	113	468
40819	113	52
40820	113	434
40821	113	795
40822	113	374
40823	113	320
40824	113	1126
40825	114	55
40826	114	2
40827	114	114
40828	114	323
40829	114	309
40830	114	17
40831	114	742
40832	114	1
40833	114	756
40834	114	842
40835	114	216
40836	114	18
40837	114	70
40838	114	48
40839	114	749
