rowcode	selection	commodity
12395	37	29
12396	37	231
12397	37	466
12398	37	503
12399	37	973
12400	37	100
12401	37	1141
12402	37	1492
12403	37	311
12404	37	126
12405	37	883
12406	37	296
12407	37	418
12408	37	30
12409	37	1099
12410	37	450
12411	37	267
12412	37	890
12413	38	186
12414	38	695
12415	38	16
12416	38	809
12417	38	146
12418	38	116
12419	38	187
12420	38	311
12421	38	17
12422	38	110
12423	38	883
12424	38	664
12425	38	863
12426	38	1156
12427	38	302
12428	38	723
12429	38	156
12430	38	718
12431	38	138
12432	38	738
12433	38	907
12434	38	469
12435	38	399
12436	38	552
12437	38	196
12438	38	7
12439	38	609
12440	38	102
12441	38	654
12442	38	503
12443	38	3
12444	38	401
12445	38	1028
12446	38	50
12447	38	871
12448	38	310
12449	38	778
12450	38	48
12451	38	174
12452	38	274
12453	38	219
12454	38	812
12455	38	327
12456	38	740
12457	38	463
12458	38	72
12459	38	71
12460	38	22
12461	38	36
12462	38	905
12463	38	769
12464	38	561
12465	38	112
12466	38	41
12467	38	492
12468	38	328
12469	38	817
12470	38	884
12471	38	281
12472	38	652
12473	38	576
12474	38	91
12475	38	70
12476	38	143
12477	38	1218
12478	38	78
12479	38	133
12480	38	144
12481	38	1462
12482	38	203
12483	38	1
12484	38	10
12485	38	87
12486	38	1191
12487	38	1026
12488	38	279
12489	38	135
12490	38	1307
12491	38	547
12492	38	578
12493	38	4
12494	38	55
12495	38	466
12496	38	544
12497	38	1038
12498	38	227
12499	38	673
12500	38	191
12501	38	254
12502	38	111
12503	38	1236
12504	38	1042
12505	38	24
12506	38	515
12507	38	11
12508	38	269
12509	38	59
12510	38	376
12511	38	977
12512	38	1276
12513	38	181
12514	38	810
12515	38	637
12516	38	121
12517	38	18
12518	38	1242
12519	38	532
12520	38	352
12521	38	6
12522	38	717
12523	38	345
12524	38	1263
12525	38	650
12526	38	126
12527	38	768
12528	38	856
12529	38	140
12530	38	29
12531	38	1216
12532	38	129
12533	38	631
12534	38	5
12535	38	975
12536	38	38
12537	38	766
12538	38	811
12539	38	234
12540	38	404
12541	38	375
12542	38	325
12543	38	19
12544	38	1100
12545	38	500
12546	38	1041
12547	38	969
12548	38	1235
12549	38	616
12550	38	844
12551	38	326
12552	38	585
12553	38	265
12554	38	88
12555	38	773
12556	38	122
